Player;Pos;Comp;Shots;PasTotPrgDist;Assists;SCA;Tkl+Int;ToAtt
luka jovi?;FWMF;Serie A;2.95;32.7;0.0;2.5;0.71;0.8
juanmi;FW;La Liga;1.48;52.1;0.0;2.46;1.64;3.44
juanpe;DF;La Liga;0.26;392.9;0.0;1.28;1.54;0.13
jubal;DF;Ligue 1;0.41;221.7;0.05;0.36;2.59;0.1
christopher jullien;DF;Ligue 1;0.57;231.4;0.06;0.69;2.89;0.0
anthony jung;DFFW;Bundesliga;0.76;192.1;0.12;1.4;2.44;0.7
hamed junior traore;FW;Premier League;1.08;129.58;0.36;3.86;2.17;2.64
vinicius junior;FW;La Liga;2.51;67.4;0.15;4.51;1.64;8.1
james justin;DF;Premier League;0.36;220.4;0.0;1.51;2.52;1.37
mathias jørgensen;DF;Premier League;0.36;237.3;0.0;0.36;3.37;0.12
ozan kabak;DF;Bundesliga;1.16;264.0;0.12;0.81;3.87;0.98
issa kabore;DF;Ligue 1;0.95;183.8;0.0;3.02;3.65;3.65
pavel kade?abek;DFFW;Bundesliga;0.45;228.3;0.0;2.13;2.02;0.56
florian kainz;MFFW;Bundesliga;2.07;231.0;0.34;4.0;2.07;3.66
arnaud kalimuendo;FW;Ligue 1;1.94;39.3;0.09;1.67;0.74;2.04
yayah kallon;MFFW;Serie A;1.45;60.1;0.14;3.91;2.46;3.04
felix kalu nmecha;MF;Bundesliga;1.98;104.0;0.31;2.4;2.81;1.67
gedeon kalulu;DF;Ligue 1;0.32;259.4;0.16;1.58;3.58;1.53
pierre kalulu;DF;Serie A;0.54;339.8;0.0;0.7;3.39;0.43
daichi kamada;MFFW;Bundesliga;1.43;211.4;0.3;3.46;2.93;1.58
boubacar kamara;MF;Premier League;0.3;221.4;0.08;1.43;4.06;1.5
jakub kami?ski;FWMF;Bundesliga;1.51;85.7;0.16;2.86;1.98;2.78
kevin kampl;MF;Bundesliga;0.49;255.3;0.12;2.59;3.21;0.37
harry kane;FW;Premier League;3.55;109.8;0.04;3.68;0.35;2.72
wilfried kanga;FW;Bundesliga;1.77;16.6;0.0;2.38;0.38;1.23
lee kangin;MFFW;La Liga;1.42;124.9;0.18;3.43;1.42;2.6
atakan karazor;MF;Bundesliga;0.19;232.4;0.0;1.55;4.85;1.07
rick karsdorp;DF;Serie A;0.16;189.5;0.0;2.13;3.93;0.98
silas katompa;FWDF;Bundesliga;1.8;56.7;0.15;3.08;1.58;4.44
moise kean;FW;Serie A;3.7;34.3;0.0;3.33;1.48;3.33
neeskens kebano;FW;Premier League;1.14;60.3;0.38;2.66;1.65;3.54
thilo kehrer;DF;Premier League;0.42;247.2;0.0;0.91;2.91;0.48
lloyd kelly;DF;Premier League;0.2;340.3;0.2;0.4;2.5;0.1
marc-oliver kempf;DF;Bundesliga;0.38;285.1;0.0;0.82;3.42;0.38
jonjoe kenny;DF;Bundesliga;0.34;331.1;0.06;1.89;3.94;0.8
saif-eddine khaoui;MFFW;Ligue 1;1.71;124.6;0.19;2.97;3.35;2.15
wahbi khazri;FWMF;Ligue 1;1.98;99.9;0.1;2.29;1.98;3.44
rani khedira;MF;Bundesliga;0.81;92.6;0.0;0.97;3.41;0.16
kike;FW;La Liga;3.77;19.7;0.0;2.79;0.49;1.31
luca kilian;DF;Bundesliga;0.33;267.8;0.0;0.66;2.62;0.33
max kilman;DF;Premier League;0.36;339.6;0.0;0.59;1.77;0.45
joshua kimmich;MF;Bundesliga;1.18;462.5;0.22;5.0;3.99;0.9
presnel kimpembe;DF;Ligue 1;0.43;392.8;0.0;0.29;3.48;0.43
jakub kiwior;DF;Serie A;0.63;260.3;0.0;0.94;2.88;0.44
simon kjær;DF;Serie A;0.0;378.5;0.0;0.54;2.03;0.0
justin kluivert;FWMF;La Liga;2.31;62.9;0.0;4.1;2.18;2.56
ansgar knauff;DF;Bundesliga;1.16;194.6;0.0;1.47;3.16;4.63
robin knoche;DF;Bundesliga;0.26;359.5;0.0;0.58;2.32;0.21
robin koch;DF;Premier League;0.31;323.8;0.0;0.31;3.08;0.0
dominik kohr;MF;Bundesliga;1.4;193.7;0.0;2.04;3.69;0.57
koke;MF;La Liga;0.48;237.5;0.16;2.32;2.72;0.72
sead kolainac;DF;Ligue 1;0.84;193.0;0.08;1.26;4.45;0.59
randal kolo muani;FW;Bundesliga;2.31;40.5;0.63;3.88;0.69;4.81
geoffrey kondogbia;MF;La Liga;1.03;236.7;0.19;1.12;5.7;0.65
ibrahima kone;FW;Ligue 1;1.25;52.8;0.14;2.22;1.11;1.25
kouadio kone;MF;Bundesliga;0.98;196.1;0.06;2.43;3.29;3.53
youssouf kone;DF;Ligue 1;0.17;220.2;0.0;0.52;4.83;1.21
ezri konsa;DF;Premier League;0.2;277.2;0.0;0.35;2.21;0.4
teun koopmeiners;MF;Serie A;1.81;307.2;0.15;3.87;2.21;1.52
odilon kossonou;DF;Bundesliga;0.14;278.4;0.14;1.08;1.89;0.81
filip kosti?;DFFW;Serie A;1.33;171.93;0.29;3.17;2.2;1.44
christian kouame;FW;Serie A;2.2;83.1;0.13;4.13;1.87;3.53
rominigue kouame;MF;Ligue 1;0.9;193.1;0.05;2.28;3.17;2.38
kalidou koulibaly;DF;Premier League;0.73;446.0;0.0;1.29;3.47;0.48
jules kounde;DF;La Liga;0.52;390.0;0.17;1.57;2.09;0.78
cheikhou kouyate;MFDF;Premier League;0.64;90.4;0.0;0.9;3.21;1.15
mateo kova?i?;MF;Premier League;1.29;291.3;0.11;3.01;3.23;0.97
alex kral;MF;Bundesliga;1.23;127.5;0.0;2.05;2.79;1.07
andrej kramari?;MFFW;Bundesliga;2.17;92.2;0.2;3.42;0.33;1.91
christoph kramer;MF;Bundesliga;0.31;174.9;0.0;1.79;2.04;2.41
tom krauß;MF;Bundesliga;0.93;106.1;0.0;1.59;5.88;1.21
toni kroos;MF;La Liga;1.26;626.8;0.15;4.67;3.11;0.81
rade kruni?;MFFW;Serie A;0.75;135.1;0.13;2.13;3.5;1.0
lukas kubler;DF;Bundesliga;0.58;152.9;0.0;0.58;3.72;0.7
takefusa kubo;FWMF;La Liga;2.52;77.1;0.14;3.24;1.87;3.17
dejan kulusevski;MFFW;Premier League;1.67;91.2;0.4;4.13;1.9;4.92
khvicha kvaratskhelia;FW;Serie A;3.43;63.7;0.66;5.11;1.82;6.86
grejohn kyei;FW;Ligue 1;2.17;28.1;0.17;1.42;0.83;3.17
daniel kyereh;MFFW;Bundesliga;1.77;46.0;0.0;1.61;1.29;1.77
giorgos kyriakopoulos;FW;Serie A;1.51;251.28;0.12;3.03;3.72;3.61
cesar de la hoz;MF;La Liga;0.42;180.5;0.0;1.16;2.63;0.63
gaetan laborde;FW;Ligue 1;2.51;46.12;0.05;2.4;1.42;1.64
alexandre lacazette;FW;Ligue 1;2.85;82.2;0.19;3.64;2.1;2.24
maxence lacroix;DF;Bundesliga;0.27;424.2;0.0;0.54;2.43;0.27
konrad laimer;MF;Bundesliga;1.07;142.7;0.0;2.8;4.27;2.8
adam lallana;MFFW;Premier League;1.0;82.0;0.13;2.75;1.38;0.75
vassilis lambropoulos;DF;Bundesliga;0.95;191.3;0.0;0.63;2.86;0.16
erik lamela;FWMF;La Liga;2.15;78.4;0.0;4.0;2.0;3.56
sam lammers;FW;Serie A;2.52;44.2;0.13;2.51;2.05;2.12
julien laporte;DF;Ligue 1;0.35;265.0;0.0;0.53;2.28;0.06
yasser larouci;DFFW;Ligue 1;0.55;169.2;0.0;1.8;2.34;4.14
kevin lasagna;FWMF;Serie A;3.15;32.8;0.16;2.18;0.97;2.18
toni lato;MFDF;La Liga;1.15;189.8;0.0;3.93;2.3;0.98
armand lauriente;FW;Serie A;3.01;118.3;0.18;4.88;1.56;4.94
romeo lavia;MF;Premier League;0.51;159.3;0.0;1.31;4.04;1.92
valentino lazaro;DF;Serie A;0.59;271.9;0.17;3.56;1.02;2.2
darko lazovi?;DFMF;Serie A;1.7;149.7;0.2;2.24;1.84;2.11
manuel lazzari;DF;Serie A;0.22;242.4;0.0;1.41;2.89;1.48
theo le bris;MFDF;Ligue 1;0.85;115.8;0.09;1.13;3.02;2.36
jeremy le douaron;FWMF;Ligue 1;2.83;20.3;0.09;1.89;1.23;2.64
enzo le fee;MF;Ligue 1;1.36;282.0;0.23;4.02;4.39;4.02
vincent le goff;DF;Ligue 1;0.45;288.8;0.0;1.18;3.32;1.0
maxime le marchand;DF;Ligue 1;0.42;379.3;0.0;0.9;4.03;0.63
robin le normand;DF;La Liga;0.2;287.5;0.0;0.6;2.25;0.13
rafael leao;FWMF;Serie A;3.55;115.4;0.3;4.14;0.59;4.85
pierre lees-melou;MF;Ligue 1;1.59;269.8;0.06;1.72;4.65;1.02
diogo leite;DF;Bundesliga;0.43;342.3;0.06;0.93;2.59;0.06
maxim leitsch;DF;Bundesliga;0.27;228.0;0.0;0.68;3.65;0.14
florian lejeune;DF;La Liga;1.52;336.6;0.0;0.61;1.7;0.3
inigo lekue;DF;La Liga;0.7;245.6;0.08;1.88;2.5;1.48
thomas lemar;MF;La Liga;0.81;210.4;0.27;3.24;2.43;2.97
mario lemina;MF;Premier League;0.62;266.71;0.0;1.23;4.29;1.67
clement lenglet;DF;Premier League;0.67;438.1;0.19;1.06;2.6;0.38
christopher lenz;DF;Bundesliga;1.03;278.5;0.29;2.65;3.82;0.74
sergio leon;FW;La Liga;1.88;19.2;0.1;1.58;0.4;1.39
johann lepenant;MF;Ligue 1;1.13;222.0;0.08;1.65;4.29;2.78
mehdi leris;MFDF;Serie A;0.99;125.9;0.07;1.59;3.51;2.19
jefferson lerma;MFDF;Premier League;0.73;197.1;0.0;1.28;2.56;0.73
leo leroy;MF;Ligue 1;1.27;150.0;0.0;2.28;5.7;2.28
robert lewandowski;FW;La Liga;4.32;53.4;0.27;3.45;0.61;1.96
dimitri lienard;DFMF;Ligue 1;1.03;243.0;0.0;2.71;3.18;0.93
philipp lienhart;DF;Bundesliga;0.52;326.3;0.0;0.73;2.28;0.16
matthijs de ligt;DF;Bundesliga;0.67;494.0;0.0;0.89;1.93;0.07
jesper lindstrøm;MFFW;Bundesliga;2.54;63.8;0.15;3.28;1.79;3.96
karol linetty;MF;Serie A;0.8;141.5;0.0;1.96;2.97;0.94
jesse lingard;FWMF;Premier League;1.04;89.8;0.0;2.5;0.73;0.94
pol lirola;DF;La Liga;0.16;189.5;0.0;2.95;2.95;2.62
dejan ljubicic;MF;Bundesliga;2.12;105.4;0.0;3.53;2.35;1.65
diego llorente;DF;Premier League;0.83;316.71;0.0;0.83;3.88;0.42
marcos llorente;MFDF;La Liga;1.06;137.1;0.0;3.19;2.92;1.33
giovani lo celso;MFFW;La Liga;2.24;160.3;0.0;2.59;4.48;2.59
stanislav lobotka;MF;Serie A;0.26;261.3;0.05;2.22;2.94;0.72
manuel locatelli;MF;Serie A;1.03;256.3;0.0;2.05;3.33;0.96
luka lochoshvili;DF;Serie A;0.32;212.9;0.08;0.95;3.57;0.48
banzouzi locko;DF;Ligue 1;0.42;195.8;0.0;1.78;4.41;3.05
renan lodi;DF;Premier League;0.74;169.3;0.0;1.56;3.52;1.56
ruben loftus-cheek;MFDF;Premier League;0.78;176.0;0.0;1.91;2.26;3.22
sean longstaff;MF;Premier League;1.07;162.6;0.16;2.35;2.09;1.02
ademola lookman;FWMF;Serie A;2.64;108.2;0.28;4.65;0.76;3.33
rony lopes;MFFW;Ligue 1;2.68;126.3;0.36;4.35;0.8;3.62
david lopez;DF;La Liga;0.77;340.7;0.1;0.67;1.92;0.29
maxime lopez;MF;Serie A;0.48;333.6;0.0;2.66;2.82;1.21
unai lopez;MF;La Liga;1.82;260.7;0.23;3.07;3.52;1.59
dion lopy;MF;Ligue 1;0.74;170.9;0.0;2.59;4.2;2.1
anthony losilla;MF;Bundesliga;0.66;124.1;0.1;1.42;3.71;0.61
jordan lotomba;DFMF;Ligue 1;0.38;220.0;0.05;1.7;3.41;2.36
sandi lovri?;MF;Serie A;3.1;158.0;0.09;3.53;2.76;1.64
anthony lozano;FW;La Liga;1.73;33.9;0.0;1.73;0.47;2.83
hirving lozano;FW;Serie A;2.75;93.1;0.28;3.39;1.38;3.58
jhon lucumi;DF;Serie A;0.35;301.6;0.06;0.7;3.37;0.12
jose luis gaya;DF;La Liga;0.79;298.1;0.12;3.64;3.39;0.79
jose luis morales;FWMF;La Liga;2.58;36.5;0.0;2.27;0.76;4.24
douglas luiz;MF;Premier League;1.07;208.6;0.25;3.21;3.71;1.38
castello lukeba;DF;Ligue 1;0.27;454.6;0.0;0.66;2.47;0.22
dodi lukebakio;FWMF;Bundesliga;2.36;57.7;0.06;2.91;1.21;5.09
saa luki?;MF;Premier League;1.13;181.05;0.0;3.31;2.56;0.53
sebastiano luperto;DF;Serie A;0.32;282.3;0.0;0.58;2.05;0.11
lyanco;DF;Premier League;1.04;212.9;0.0;0.78;3.51;0.91
charalambos lykogiannis;DF;Serie A;1.62;268.0;0.0;2.32;2.53;1.01
youssouf m'changama;MF;Ligue 1;1.59;176.4;0.0;3.33;3.04;2.46
alexis mac allister;MF;Premier League;2.03;202.4;0.0;2.5;3.95;1.4
deiver machado;DFMF;Ligue 1;0.65;113.9;0.07;1.57;3.27;1.76
james maddison;MFFW;Premier League;3.19;169.6;0.35;4.61;2.48;2.41
pablo maffeo;DF;La Liga;0.58;193.4;0.12;1.73;2.89;2.54
giulio maggiore;MF;Serie A;0.55;176.4;0.0;1.92;3.01;0.14
hugo magnetti;MF;Ligue 1;1.04;158.5;0.09;2.08;4.34;1.51
yohann magnin;MFDF;Ligue 1;0.54;202.9;0.0;2.05;4.27;1.19
riyad mahrez;FWMF;Premier League;2.4;155.0;0.3;5.7;1.5;3.2
arne maier;MF;Bundesliga;1.36;126.2;0.0;2.43;2.04;1.46
linton maina;FWMF;Bundesliga;1.89;67.0;0.41;3.03;1.23;1.97
ainsley maitland-niles;MFDF;Premier League;0.0;192.0;0.0;1.71;4.0;0.57
lovro majer;MFFW;Ligue 1;1.8;189.0;0.22;3.82;3.6;2.7
jean-victor makengo;MF;Serie A;0.78;110.85;0.09;1.55;2.82;1.55
nemanja maksimovi?;MF;La Liga;0.51;48.6;0.0;0.63;2.91;0.25
tyrell malacia;DF;Premier League;0.32;172.0;0.0;0.43;4.26;1.06
donyell malen;FW;Bundesliga;2.64;83.2;0.11;3.74;0.99;3.63
ruslan malinovskyi;MFFW;Serie A;3.23;214.83;0.2;4.89;2.55;3.04
hugo mallo;DF;La Liga;0.9;277.4;0.0;2.01;2.76;0.9
gianluca mancini;DF;Serie A;0.64;296.3;0.05;1.19;3.17;0.4
reinildo mandava;DF;La Liga;0.33;256.3;0.0;1.14;4.24;1.09
rolando mandragora;MF;Serie A;2.16;233.0;0.1;4.02;3.04;0.59
sadio mane;FW;Bundesliga;3.86;86.4;0.3;4.36;0.5;3.66
orel mangala;MF;Premier League;0.78;116.0;0.0;1.17;2.99;2.6
thomas mangani;MF;Ligue 1;0.61;337.4;0.1;3.64;4.04;0.51
faitout maouassa;DFFW;Ligue 1;1.14;159.7;0.3;2.2;3.41;2.42
solly march;FWDF;Premier League;2.34;129.3;0.2;3.93;2.39;3.28
vincent marchetti;MF;Ligue 1;1.41;170.1;0.05;2.07;2.99;3.04
gian marco ferrari;DF;Serie A;0.29;303.8;0.0;0.71;2.0;0.12
oscar de marcos;DF;La Liga;0.06;296.8;0.22;2.78;2.78;0.83
pablo mari;DF;Serie A;0.4;348.9;0.0;0.32;2.54;0.08
jose maria gimenez;DF;La Liga;1.25;295.7;0.0;0.8;2.95;0.09
r?zvan marin;MF;Serie A;1.26;280.2;0.12;3.17;2.69;1.2
guillermo maripan;DF;Ligue 1;0.73;296.4;0.0;0.42;3.58;0.36
marlon;DF;Serie A;0.25;340.7;0.0;0.34;2.97;0.17
omar marmoush;FW;Bundesliga;2.95;70.6;0.0;2.61;1.7;6.7
marquinhos;DF;Ligue 1;0.59;431.5;0.0;0.54;1.72;0.0
eric martel;MF;Bundesliga;1.05;119.9;0.0;1.23;4.21;0.61
roger marti;FW;La Liga;0.78;43.87;0.11;1.66;1.0;1.0
aaron martin;DF;Bundesliga;0.82;252.3;0.13;2.91;2.78;1.01
ivan martin;MFFW;La Liga;1.29;72.6;0.0;2.1;0.65;2.42
martinelli;FW;Premier League;2.71;91.5;0.1;4.32;1.25;4.27
arnau martinez;DF;La Liga;1.0;216.6;0.07;2.53;3.07;1.73
inigo martinez;DF;La Liga;0.78;369.2;0.0;1.0;2.44;0.0
lautaro martinez;FW;Serie A;3.92;59.8;0.16;3.12;1.18;2.58
lisandro martinez;DF;Premier League;0.23;346.5;0.0;0.86;3.51;0.52
lucas martinez quarta;DF;Serie A;1.22;477.5;0.08;0.99;5.8;0.46
adam marui?;DF;Serie A;0.52;317.2;0.05;1.13;2.44;0.47
omar mascarell;MF;La Liga;0.29;190.5;0.0;1.28;2.79;0.93
erhan maovi?;DFMF;Bundesliga;0.35;213.3;0.0;0.96;3.04;0.17
eliot matazo;MFFW;Ligue 1;0.17;121.2;0.0;0.5;1.67;1.0
jean-philippe mateta;FW;Premier League;3.16;21.2;0.0;1.05;1.05;0.88
nemanja mati?;MF;Serie A;0.59;263.0;0.07;2.06;3.82;1.03
joel matip;DF;Premier League;0.0;354.6;0.0;1.27;2.96;0.85
henning matriciani;DF;Bundesliga;0.1;211.5;0.0;0.31;3.4;0.52
azor matusiwa;MF;Ligue 1;0.34;283.4;0.0;2.09;4.86;0.74
neal maupay;FW;Premier League;2.03;18.7;0.0;1.14;1.01;1.14
stephy mavididi;FW;Ligue 1;2.05;40.8;0.11;1.82;1.93;3.98
konstantinos mavropanos;DF;Bundesliga;1.84;382.8;0.06;1.39;4.68;1.71
eric maxim choupo-moting;FW;Bundesliga;2.47;67.2;0.22;3.55;0.86;2.04
fernand mayembo;DF;Ligue 1;0.67;170.0;0.0;0.33;1.67;0.17
borja mayoral;FW;La Liga;1.56;48.6;0.0;2.0;0.5;2.28
noussair mazraoui;DF;Bundesliga;0.65;318.4;0.48;2.1;3.71;1.77
pasquale mazzocchi;DF;Serie A;0.83;178.5;0.15;3.68;1.95;3.83
kylian mbappe;FW;Ligue 1;4.42;100.6;0.12;4.11;0.49;6.63
mamadou mbaye;DF;La Liga;0.17;186.0;0.0;0.67;1.5;0.5
chancel mbemba;DF;Ligue 1;0.75;275.4;0.0;1.17;2.66;0.7
bryan mbeumo;FW;Premier League;1.96;85.3;0.11;2.55;0.82;2.07
john mcginn;MF;Premier League;1.54;193.8;0.07;2.43;3.68;1.62
scott mckenna;DF;Premier League;0.12;256.4;0.0;0.56;1.42;0.43
weston mckennie;MF;Premier League;0.61;125.45;0.08;1.37;2.37;0.61
dwight mcneil;FWDF;Premier League;1.19;122.7;0.18;3.67;3.49;3.49
scott mctominay;MF;Premier League;0.83;112.5;0.0;1.43;3.33;1.67
gary medel;MFDF;Serie A;0.14;361.1;0.07;1.35;3.12;0.28
facundo medina;DF;Ligue 1;0.42;492.8;0.11;1.48;2.01;1.27
ben mee;DF;Premier League;0.74;288.5;0.0;0.54;2.4;0.1
soualiho meite;MF;Serie A;0.79;139.9;0.08;1.81;2.83;2.13
gonzalo melero;MF;La Liga;1.17;129.6;0.25;2.83;1.83;1.5
birger meling;DF;Ligue 1;0.0;264.6;0.0;1.02;3.56;1.53
houboulang mendes;DF;La Liga;0.13;159.7;0.13;1.17;2.21;1.95
nuno mendes;DFMF;Ligue 1;0.5;194.1;0.4;2.6;3.4;3.6
thiago mendes;DFMF;Ligue 1;0.61;448.2;0.06;1.27;4.55;0.36
brais mendez;MF;La Liga;2.36;163.7;0.19;3.48;2.92;1.8
batista mendy;MFDF;Ligue 1;0.33;233.4;0.0;1.17;3.0;1.22
ferland mendy;DF;La Liga;0.08;180.2;0.08;2.16;2.4;2.0
gideon mensah;DF;Ligue 1;0.16;306.1;0.0;1.94;4.81;2.4
chris mepham;DF;Premier League;0.35;239.2;0.0;0.29;2.37;0.06
mikel merino;MF;La Liga;1.68;224.7;0.49;3.22;3.92;0.91
quentin merlin;DF;Ligue 1;0.85;339.4;0.07;2.98;2.84;1.91
roque mesa;MF;La Liga;1.43;244.7;0.08;2.44;2.27;1.51
lionel messi;MFFW;Ligue 1;4.57;299.4;0.57;6.46;0.97;6.29
junior messias;FWDF;Serie A;1.73;76.6;0.2;3.27;1.63;3.27
thomas meunier;DF;Bundesliga;0.63;327.9;0.0;2.7;3.81;1.59
nikola milenkovi?;DF;Serie A;0.84;286.3;0.07;1.33;2.66;0.0
arkadiusz milik;FW;Serie A;2.42;43.61;0.08;1.61;0.65;0.89
sergej milinkovi?-savi?;MF;Serie A;1.7;202.4;0.41;2.73;3.2;2.22
eder militao;DF;La Liga;0.89;300.9;0.0;0.67;2.96;0.89
luis milla;MF;La Liga;0.31;253.3;0.0;2.4;3.8;0.54
pere milla;FWMF;La Liga;1.57;104.9;0.07;2.24;2.24;2.01
james milner;DFMF;Premier League;0.98;348.0;0.16;4.43;3.28;2.62
kim min-jae;DF;Serie A;0.26;489.4;0.0;1.28;2.82;0.21
tyrone mings;DF;Premier League;0.05;328.1;0.05;0.79;2.11;0.26
oscar mingueza;DF;La Liga;0.28;354.0;0.0;1.5;3.36;1.31
rafa mir;FW;La Liga;3.76;22.2;0.0;1.29;0.94;0.94
aleksei miranchuk;MF;Serie A;1.86;110.9;0.16;3.64;0.47;1.78
fabio miretti;MFFW;Serie A;1.85;116.7;0.11;3.7;2.07;2.93
tyrick mitchell;DF;Premier League;0.19;282.0;0.12;1.05;3.21;1.05
kaoru mitoma;FWDF;Premier League;1.84;107.5;0.1;3.69;2.52;4.47
aleksandar mitrovi?;FW;Premier League;4.2;44.3;0.06;2.93;0.83;2.15
stefan mitrovi?;DF;La Liga;0.09;239.3;0.0;0.09;1.29;0.0
maximilian mittelstadt;DF;Bundesliga;0.68;264.9;0.0;2.71;6.61;3.9
henrikh mkhitaryan;MF;Serie A;1.02;154.5;0.08;3.2;2.73;1.17
anthony modeste;FW;Bundesliga;2.53;18.9;0.12;1.33;0.72;0.48
luka modri?;MF;La Liga;1.68;312.2;0.16;4.24;1.44;2.0
terem moffi;FW;Ligue 1;1.97;31.59;0.0;1.8;0.64;2.5
mostafa mohamed;FW;Ligue 1;2.54;26.8;0.15;1.79;1.04;1.27
tobias mohr;DFMF;Bundesliga;1.15;325.9;0.26;2.69;1.92;0.64
johan mojica;DF;La Liga;0.5;205.91;0.0;1.73;2.97;2.35
nahuel molina;DF;La Liga;0.59;268.9;0.07;3.27;2.55;1.37
florent mollet;MFFW;Ligue 1;2.06;117.44;0.0;3.5;1.27;1.11
jon moncayola;MFFW;La Liga;1.76;254.3;0.0;2.21;2.13;0.07
monchu;MF;La Liga;1.26;197.2;0.09;2.61;3.6;0.81
gonzalo montiel;DF;La Liga;0.45;236.5;0.11;2.36;2.58;1.46
kieffer moore;FW;Premier League;1.37;37.0;0.0;1.29;1.13;0.89
alvaro morata;FW;La Liga;3.02;26.7;0.08;2.33;0.93;1.55
alberto moreno;DFFW;La Liga;1.04;183.3;0.0;1.94;3.28;1.34
alex moreno;DF;Premier League;1.09;230.49;0.17;1.43;2.82;2.82
gerard moreno;FW;La Liga;2.75;93.2;0.2;3.04;0.98;3.14
tete morente;MFDF;La Liga;1.35;98.2;0.0;1.91;1.8;2.47
ilaix moriba;MF;La Liga;2.06;150.3;0.16;3.02;3.33;3.17
dany mota;FWMF;Serie A;1.35;34.1;0.0;2.7;0.63;2.79
youssoufa moukoko;FW;Bundesliga;2.76;24.1;0.29;1.81;1.24;3.14
steve mounie;FW;Ligue 1;4.04;34.6;0.0;2.11;1.23;1.23
mason mount;MFFW;Premier League;1.81;124.2;0.12;3.16;2.11;1.7
bevic moussiti-oko;FW;Ligue 1;2.56;30.1;0.0;2.31;0.64;3.33
joao moutinho;MF;Premier League;0.77;216.7;0.13;3.23;3.55;0.45
samuel moutoussamy;MF;Ligue 1;1.24;149.7;0.16;1.78;3.8;0.7
nordi mukiele;DF;Ligue 1;0.89;204.9;0.27;1.34;3.48;1.96
thomas muller;FWMF;Bundesliga;2.44;148.3;0.44;5.0;1.11;0.78
marshall munetsi;MF;Ligue 1;2.0;120.6;0.06;2.44;3.19;1.63
iker muniain;MF;La Liga;1.63;231.3;0.16;5.61;1.14;2.76
aihen munoz;DF;La Liga;0.36;231.7;0.0;1.9;2.62;1.67
luis muriel;FW;Serie A;1.72;118.4;0.31;4.53;0.78;4.69
jeison murillo;DF;Serie A;0.13;309.7;0.0;0.66;2.76;0.39
vedat muriqi;FW;La Liga;2.34;40.5;0.05;1.63;0.65;0.98
jacob murphy;FW;Premier League;1.94;67.7;0.16;2.9;1.77;2.74
yunus musah;MF;La Liga;0.97;114.5;0.13;2.39;2.77;2.39
jamal musiala;MFFW;Bundesliga;2.65;99.0;0.46;4.7;2.32;4.7
vitaliy mykolenko;DFMF;Premier League;0.35;200.6;0.0;1.57;3.03;0.86
joakim mæhle;DFMF;Serie A;1.11;249.6;0.09;3.85;2.48;1.79
obite n'dicka;DF;Bundesliga;0.37;321.5;0.0;0.16;1.96;0.21
stanley n'soki;DF;Bundesliga;0.5;357.9;0.0;1.16;3.31;1.16
nacho;DF;La Liga;0.54;302.1;0.0;1.79;2.14;0.54
matija nastasi?;DF;La Liga;0.32;207.5;0.0;0.48;3.17;0.0
jesus navas;DF;La Liga;0.42;251.7;0.0;3.11;1.43;0.92
wilfred ndidi;MFDF;Premier League;0.5;198.0;0.0;0.7;4.6;0.4
tanguy ndombele;MF;Serie A;2.13;205.2;0.0;2.62;2.13;3.11
alvaro negredo;FW;La Liga;2.1;35.2;0.32;2.26;0.65;1.13
pedro neto;FWMF;Premier League;1.64;108.5;0.0;4.03;1.64;5.82
florian neuhaus;MF;Bundesliga;1.53;150.2;0.0;2.37;1.69;2.03
ruben neves;MF;Premier League;1.9;299.1;0.0;2.14;3.9;0.71
neymar;MFFW;Ligue 1;2.05;317.2;0.6;6.2;1.51;5.6
m'baye niang;FW;Ligue 1;1.91;41.3;0.0;1.13;0.87;2.35
tanguy nianzou;DF;La Liga;0.4;265.1;0.0;0.5;2.08;0.5
rasmus nicolaisen;DF;Ligue 1;0.39;329.0;0.1;0.39;3.3;0.44
florian niederlechner;FWMF;Bundesliga;2.94;39.68;0.09;1.52;1.07;1.7
saul niguez;MFDF;La Liga;1.67;117.2;0.17;1.67;5.67;1.67
dimitris nikolaou;DF;Serie A;0.32;314.8;0.0;0.8;2.29;0.32
rasmus nissen;DF;Premier League;0.56;262.0;0.08;1.59;4.76;0.71
eddie nketiah;FW;Premier League;3.45;30.9;0.0;2.3;1.26;3.22
christopher nkunku;FWMF;Bundesliga;2.89;98.0;0.0;4.23;0.63;2.96
lukas nmecha;FW;Bundesliga;2.26;31.5;0.0;2.8;0.86;2.69
arnaud nordin;FWMF;Ligue 1;1.69;69.0;0.08;1.53;1.45;2.5
riad nouri;MF;Ligue 1;0.96;133.4;0.07;2.89;2.22;1.85
matheus nunes;MF;Premier League;1.41;101.9;0.06;2.37;2.88;2.56
darwin nunez;FW;Premier League;5.55;36.5;0.18;3.18;0.73;1.45
unai nunez;DF;La Liga;0.42;350.4;0.0;0.58;3.37;0.21
bram nuytinck;DF;Serie A;0.31;227.52;0.0;0.31;4.13;0.21
gerzino nyamsi;DF;Ligue 1;0.46;284.7;0.0;0.83;2.04;0.37
m'bala nzola;FW;Serie A;2.26;30.7;0.06;1.75;0.62;1.92
christian nørgaard;MF;Premier League;0.93;173.8;0.19;1.96;4.39;1.03
lewis o'brien;MF;Premier League;1.08;100.0;0.0;3.23;3.23;2.62
pedro obiang;MF;Serie A;0.81;203.9;0.16;1.29;4.52;0.48
brian ocampo;MFFW;La Liga;1.1;85.8;0.08;3.31;1.61;3.31
